,Time_Obs,Obs
1376,1994-Sep,
1377,1994-Oct,
1378,1994-Nov,
1379,1994-Dec,
1380,1995-Jan,
1381,1995-Feb,
1382,1995-Mar,
1383,1995-Apr,
1384,1995-May,
1385,1995-Jun,
1386,1995-Jul,
1387,1995-Aug,
1388,1995-Sep,
1389,1995-Oct,
1390,1995-Nov,
1391,1995-Dec,
1392,1996-Jan,
1393,1996-Feb,
1394,1996-Mar,
1395,1996-Apr,
1396,1996-May,
1397,1996-Jun,
1398,1996-Jul,
1399,1996-Aug,
1400,1996-Sep,
1401,1996-Oct,
1402,1996-Nov,
1403,1996-Dec,
1404,1997-Jan,
1405,1997-Feb,
1406,1997-Mar,
1407,1997-Apr,
1408,1997-May,
1409,1997-Jun,
1410,1997-Jul,
1411,1997-Aug,
1412,1997-Sep,
1413,1997-Oct,
1414,1997-Nov,
1415,1997-Dec,
1416,1998-Jan,
1417,1998-Feb,2.476138421064688
1418,1998-Mar,
1419,1998-Apr,
1420,1998-May,
1421,1998-Jun,
1422,1998-Jul,
1423,1998-Aug,
1424,1998-Sep,
1425,1998-Oct,
1426,1998-Nov,
1427,1998-Dec,
1428,1999-Jan,
1429,1999-Feb,
1430,1999-Mar,
1431,1999-Apr,
1432,1999-May,
1433,1999-Jun,
1434,1999-Jul,
1435,1999-Aug,
1436,1999-Sep,
1437,1999-Oct,
1438,1999-Nov,
1439,1999-Dec,
1440,2000-Jan,
1441,2000-Feb,
1442,2000-Mar,
1443,2000-Apr,
1444,2000-May,
1445,2000-Jun,
1446,2000-Jul,
1447,2000-Aug,
1448,2000-Sep,
1449,2000-Oct,
1450,2000-Nov,
1451,2000-Dec,
1452,2001-Jan,
1453,2001-Feb,
1454,2001-Mar,
1455,2001-Apr,
1456,2001-May,
1457,2001-Jun,
1458,2001-Jul,
1459,2001-Aug,
1460,2001-Sep,
1461,2001-Oct,
1462,2001-Nov,
1463,2001-Dec,
1464,2002-Jan,
1465,2002-Feb,
1466,2002-Mar,
1467,2002-Apr,
1468,2002-May,
1469,2002-Jun,
1470,2002-Jul,
1471,2002-Aug,
1472,2002-Sep,
1473,2002-Oct,
1474,2002-Nov,
1475,2002-Dec,
1476,2003-Jan,
1477,2003-Feb,
1478,2003-Mar,
1479,2003-Apr,
1480,2003-May,
1481,2003-Jun,
1482,2003-Jul,
1483,2003-Aug,
1484,2003-Sep,
1485,2003-Oct,
1486,2003-Nov,
1487,2003-Dec,
1488,2004-Jan,
1489,2004-Feb,
1490,2004-Mar,
1491,2004-Apr,2.670428597557864
1492,2004-May,0.1290641064084923
1493,2004-Jun,-3.270629919521012
1494,2004-Jul,3.35017195640328
1495,2004-Aug,5.156898928275577
1496,2004-Sep,8.644107814827521
1497,2004-Oct,0.6736279854858829
1498,2004-Nov,-1.6885182114795292
1499,2004-Dec,-1.4177319936955757
1500,2005-Jan,1.022191365034331
1501,2005-Feb,-4.800347417002636
1502,2005-Mar,-2.3063404043177744
1503,2005-Apr,1.009181391511909
1504,2005-May,2.215621756229311
1505,2005-Jun,5.594797337278283
1506,2005-Jul,3.322492506389402
1507,2005-Aug,4.274863814687041
1508,2005-Sep,2.630436408973946
1509,2005-Oct,1.5305765215530407
1510,2005-Nov,6.7946245721109335
1511,2005-Dec,5.038047756527206
1512,2006-Jan,5.330889633809253
1513,2006-Feb,2.64055239257978
1514,2006-Mar,-3.236580542033874
1515,2006-Apr,2.244343460850315
1516,2006-May,0.3654773335455985
1517,2006-Jun,3.069137796221753
1518,2006-Jul,4.438223556077247
1519,2006-Aug,0.5383377536262799
1520,2006-Sep,1.591278077387603
1521,2006-Oct,1.108533826371115
1522,2006-Nov,2.066128215063646
1523,2006-Dec,4.137959738939372
1524,2007-Jan,5.557040720483414
1525,2007-Feb,-0.3205223897360021
1526,2007-Mar,4.881501388327463
1527,2007-Apr,-3.4451056536148243
1528,2007-May,1.5697882506791494
1529,2007-Jun,0.7297968110537454
1530,2007-Jul,1.1371073416388562
1531,2007-Aug,-0.513102469588965
1532,2007-Sep,-1.5326615809997826
1533,2007-Oct,2.015553269560701
1534,2007-Nov,0.3463323476591178
1535,2007-Dec,3.031276113371668
1536,2008-Jan,4.63233705875442
1537,2008-Feb,2.4767808453595084
1538,2008-Mar,2.935902596925141
1539,2008-Apr,0.1793675208741234
1540,2008-May,-1.7289236041599754
1541,2008-Jun,0.4905148142415108
1542,2008-Jul,-0.4010961384276861
1543,2008-Aug,-2.647636365866189
1544,2008-Sep,-2.960425797555521
1545,2008-Oct,2.421702263062397
1546,2008-Nov,-0.3712887936249345
1547,2008-Dec,4.436815864981881
1548,2009-Jan,0.8557315735373692
1549,2009-Feb,0.1206365477925466
1550,2009-Mar,1.074560045196069
1551,2009-Apr,0.5379554986694988
1552,2009-May,0.5702335236630667
1553,2009-Jun,-3.356404490014887
1554,2009-Jul,-1.4656773334274398
1555,2009-Aug,-1.0218943854232023
1556,2009-Sep,-6.205817724287813
1557,2009-Oct,-4.911843182175545
1558,2009-Nov,-6.04817361576745
1559,2009-Dec,-8.643793775833318
1560,2010-Jan,-8.801133370693954
1561,2010-Feb,-7.712920363564311
1562,2010-Mar,-4.925978057424141
1563,2010-Apr,-1.5380314133196809
1564,2010-May,0.9232603655847492
1565,2010-Jun,2.6218242400962737
1566,2010-Jul,0.501961604573939
1567,2010-Aug,0.7564962823544299
1568,2010-Sep,3.847800794646368
1569,2010-Oct,1.5332829768395726
1570,2010-Nov,-3.230058329140544
1571,2010-Dec,-9.613251921957348
1572,2011-Jan,-2.3676253020790483
1573,2011-Feb,-0.7067551345138554
1574,2011-Mar,2.16476965514971
1575,2011-Apr,4.10315076282326
1576,2011-May,-0.7726080652654428
1577,2011-Jun,-2.17631360698282
1578,2011-Jul,-1.498578439713956
1579,2011-Aug,-0.8991249026527299
1580,2011-Sep,1.162466070613796
1581,2011-Oct,0.7263431805662073
1582,2011-Nov,-2.1308155723207527
1583,2011-Dec,2.3681269410352783
1584,2012-Jan,-1.7311084447885197
1585,2012-Feb,-0.2136997541860719
1586,2012-Mar,3.561307328271232
1587,2012-Apr,-0.9187187195360718
1588,2012-May,-3.758984745347236
1589,2012-Jun,-7.256704162408004
1590,2012-Jul,-1.0029643117119529
1591,2012-Aug,-2.068264126437328
1592,2012-Sep,-2.467167897337632
1593,2012-Oct,-2.3842845973833064
1594,2012-Nov,-3.5351142369953905
1595,2012-Dec,-0.2796313800681709
1596,2013-Jan,-3.622449407401304
1597,2013-Feb,-0.4529973908877931
1598,2013-Mar,-8.31130194906212
1599,2013-Apr,-0.4052267875919551
1600,2013-May,1.2824904168617266
1601,2013-Jun,3.313797114846256
1602,2013-Jul,-2.432716797011949
1603,2013-Aug,0.8745638895326806
1604,2013-Sep,-0.5831958771026855
1605,2013-Oct,-1.7382767068917104
1606,2013-Nov,2.6034761380122475
1607,2013-Dec,0.0928655640428743
1608,2014-Jan,-1.3907203040719909
1609,2014-Feb,0.3028954417230309
1610,2014-Mar,-0.1418579174646836
1611,2014-Apr,-1.186055676436416
1612,2014-May,-2.208653468200838
1613,2014-Jun,0.810591879672856
1614,2014-Jul,-1.3713807091004746
1615,2014-Aug,-3.6131078083137433
1616,2014-Sep,-1.7617963214724774
1617,2014-Oct,-0.5317728847983965
1618,2014-Nov,0.322020732288216
1619,2014-Dec,-2.2131832473539053
1620,2015-Jan,-0.94023364474614
1621,2015-Feb,-1.5765600620786202
1622,2015-Mar,6.565636493567469
1623,2015-Apr,1.5556061946140591
1624,2015-May,-1.743695896009983
1625,2015-Jun,1.3185282241789125
1626,2015-Jul,-3.0881241011919283
1627,2015-Aug,-0.477823134490297
1628,2015-Sep,-2.1766815739014813
1629,2015-Oct,-1.09226001322849
1630,2015-Nov,3.5604453904070184
1631,2015-Dec,0.6999974255227563
1632,2016-Jan,-4.10736777072094
1633,2016-Feb,1.9060881218880412
1634,2016-Mar,0.381995202811332
1635,2016-Apr,-1.9591862743142467
1636,2016-May,-0.9669873242458582
1637,2016-Jun,-2.237048231603504
1638,2016-Jul,-1.000451273720106
1639,2016-Aug,1.5438060314532152
1640,2016-Sep,2.586656487576992
1641,2016-Oct,-0.2574620177870308
1642,2016-Nov,0.9119862447473892
1643,2016-Dec,0.228590690002882
1644,2017-Jan,-1.2907607520873476
1645,2017-Feb,0.891239276198247
1646,2017-Mar,3.826340501825628
1647,2017-Apr,-3.459835648819954
1648,2017-May,-0.2497805284396328
1649,2017-Jun,-0.0291350125506646
1650,2017-Jul,-0.3446041179982479
1651,2017-Aug,-1.086503817574652
1652,2017-Sep,-2.494812065682451
1653,2017-Oct,-0.368644156430534
1654,2017-Nov,0.3989551190400142
1655,2017-Dec,2.133912224484348
1656,2018-Jan,6.853208644970433
1657,2018-Feb,4.969471465363446
1658,2018-Mar,-6.469954341771448
1659,2018-Apr,0.6121267467321339
1660,2018-May,4.373697878696909
1661,2018-Jun,0.3772472054913329
1662,2018-Jul,0.0239034738703338
1663,2018-Aug,0.4585312444357718
1664,2018-Sep,
1665,2018-Oct,
1666,2018-Nov,
1667,2018-Dec,
1668,2019-Jan,
1669,2019-Feb,
1670,2019-Mar,
1671,2019-Apr,
1672,2019-May,
1673,2019-Jun,
1674,2019-Jul,
1675,2019-Aug,
1676,2019-Sep,
1677,2019-Oct,
1678,2019-Nov,
1679,2019-Dec,
