,Time_Ensemble,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,2001-Jan,-1.7122402,-1.028677,-1.2589626,4.0044727,2.4806747,0.80002594,-4.5619144,-4.618532,-1.742981,0.90309143,2.9919968,1.603878,-4.9900856,-1.4198055,-1.5204792,-1.0321255,0.9460468,3.3337193,0.61166763,0.42826843,-8.03534,5.5626793,-3.8786469,-0.48260498,-3.3430767,1.3721981,1.3492794,1.3257408
1,2001-Feb,-4.0902576,-0.13398552,-1.1092758,2.5485096,-2.8559456,-1.6717911,2.356161,-7.004303,-1.5795403,0.99783707,3.4490051,-0.04776001,0.026205063,-0.46127892,-3.4701786,-0.09464455,-1.3308582,1.7601204,2.8692455,3.8863678,-5.632411,4.9256954,-1.0479088,-3.2053185,-1.4628525,-1.4805927,5.2393074,-0.07266998
2,2001-Mar,1.549715,3.5274296,0.38019753,0.7568016,-2.6163464,2.396635,2.9872456,-4.328061,-0.9672928,2.7140102,1.6842098,2.0125465,-2.9127445,-0.917963,2.4148273,-1.0451756,-1.246376,5.027405,-0.03297615,2.0365868,-1.7961426,4.48707,-2.5012321,-2.859602,1.0112896,-0.40382767,1.0432701,-1.8341408
3,2001-Apr,-0.17409515,0.25884056,1.6114731,0.17648697,-1.551508,3.4763737,-1.3997688,-0.29853058,0.83553696,0.32368088,3.3144455,1.0991325,-1.4482422,0.033296585,2.240532,-1.4273491,0.23915291,1.794445,-0.19766808,0.3363781,-1.3262215,1.1744709,-5.4876785,-2.2102156,-2.0220966,0.732563,-0.5681095,-2.2176704
4,2001-May,1.6262817,-2.8243532,0.73685265,-1.9445744,-1.1081944,0.122535706,-1.6863728,1.0508747,-2.19553,0.42045975,-0.062885284,0.9517784,0.9799862,1.2885933,0.08498955,-1.7427559,2.4918995,2.7465343,1.8688259,-0.7010765,0.29966354,0.5316448,-0.97227097,-0.7699928,0.10709381,-2.2563381,-0.8791599,1.7011929
5,2001-Jun,0.7512474,-0.5084686,-1.1358871,-1.2145958,-2.0891724,0.14962769,-2.12632,3.0505066,-2.8606071,2.1990337,1.1518822,-0.0890255,0.5948181,-0.9641323,-3.2467556,-0.80981255,-0.9691696,0.6694393,1.0593281,-1.2833805,-0.38000488,1.6044712,-1.4681778,0.054693222,-2.044695,-2.8505325,2.142374,-1.2825127
6,2001-Jul,1.4748726,-0.5578861,0.8929024,0.1495533,0.5777836,0.691906,-0.22165298,-1.2544956,-0.8140297,-0.92991257,1.3816795,-0.38237572,-1.0092926,-0.49220467,-2.171383,-0.43600464,0.6747074,2.6163807,2.4622116,0.44112396,-0.22893524,-0.029449463,-0.51877785,-0.22743988,-0.35338402,-0.521883,2.2342644,-0.58566856
7,2001-Aug,1.0664635,-0.6281605,-0.4432087,-1.0385647,-0.9178009,-0.2490902,-0.5967884,0.21453285,-0.6982899,-1.5303478,0.9428959,0.66921234,0.5239849,-0.85430336,-0.32141876,0.27449226,-0.50889015,1.4944763,-0.815897,0.39880562,-0.5865669,0.42614365,-0.6645336,1.4876556,1.0126896,-1.5567474,0.7546196,-0.87179756
8,2001-Sep,0.6982765,0.17472458,-0.648798,0.8820362,-1.7763996,0.8821621,-0.42565155,-0.1668129,1.9413338,-0.063531876,0.009426117,0.13869667,-1.3428116,-1.455246,-0.5996494,-2.2975864,0.35463715,0.6466656,0.11633873,-1.3745918,-1.9287682,0.26791573,0.053792953,-1.3261604,0.5709095,-0.6323414,-1.6346455,-1.1230545
9,2001-Oct,0.5652199,-1.1841545,-1.7427025,0.2322216,0.7765446,-0.63468933,0.20020294,2.2130814,-0.47780037,-1.824791,1.0222492,-0.54532623,-0.02202034,0.4262066,3.2635498,0.0007534027,-0.7661896,0.52856255,-0.8849659,0.88495445,0.33465195,1.4002209,-0.53517723,1.2519245,0.18812752,-1.7745895,0.13064384,-1.2610512
