,datetime,Obs
1578,2011-07,-1.498578439713956
1579,2011-08,-0.8991249026527335
1580,2011-09,1.1624660706137995
1581,2011-10,0.7263431805662073
1582,2011-11,-2.1308155723207562
1583,2011-12,2.3681269410352783
1584,2012-01,-1.7311084447885232
1585,2012-02,-0.2136997541860719
1586,2012-03,3.56130732827123
1587,2012-04,-0.9187187195360718
1588,2012-05,-3.7589847453472363
1589,2012-06,-7.2567041624080115
1590,2012-07,-1.0029643117119562
1591,2012-08,-2.068264126437324
1592,2012-09,-2.4671678973376334
1593,2012-10,-2.3842845973832993
1594,2012-11,-3.5351142369953923
1595,2012-12,-0.27963138006816735
1596,2013-01,-3.622449407401298
1597,2013-02,-0.4529973908877931
1598,2013-03,-8.311301949062118
1599,2013-04,-0.4052267875919586
1600,2013-05,1.2824904168617302
1601,2013-06,3.3137971148462526
1602,2013-07,-2.4327167970119525
1603,2013-08,0.8745638895326842
1604,2013-09,-0.583195877102682
1605,2013-10,-1.738276706891714
1606,2013-11,2.6034761380122404
1607,2013-12,0.09286556404288149
1608,2014-01,-1.390720304071987
1609,2014-02,0.3028954417230345
1610,2014-03,-0.14185791746468013
1611,2014-04,-1.1860556764364123
1612,2014-05,-2.208653468200838
1613,2014-06,0.8105918796728524
1614,2014-07,-1.3713807091004746
1615,2014-08,-3.6131078083137425
1616,2014-09,-1.7617963214724757
1617,2014-10,-0.5317728847983965
1618,2014-11,0.32202073228821604
1619,2014-12,-2.2131832473539035
1620,2015-01,-0.9402336447461312
1621,2015-02,-1.5765600620786238
1622,2015-03,6.565636493567467
1623,2015-04,1.555606194614052
1624,2015-05,-1.7436958960099869
1625,2015-06,1.3185282241789054
1626,2015-07,-3.0881241011919283
1627,2015-08,-0.4778231344902899
1628,2015-09,-2.1766815739014778
1629,2015-10,-1.0922600132284899
1630,2015-11,3.5604453904070112
1631,2015-12,0.6999974255227635
1632,2016-01,-4.107367770720932
1633,2016-02,1.9060881218880414
1634,2016-03,0.3819952028113338
1635,2016-04,-1.9591862743142432
1636,2016-05,-0.96698732424586
1637,2016-06,-2.2370482316035147
1638,2016-07,-1.0004512737201061
1639,2016-08,1.5438060314532187
1640,2016-09,2.5866564875769917
1641,2016-10,-0.25746201778703437
1642,2016-11,0.9119862447473892
1643,2016-12,0.22859069000288557
1644,2017-01,-1.2907607520873459
1645,2017-02,0.891239276198247
1646,2017-03,3.8263405018256265
1647,2017-04,-3.459835648819954
1648,2017-05,-0.24978052843963283
1649,2017-06,-0.029135012550671746
1650,2017-07,-0.3446041179982444
1651,2017-08,-1.086503817574659
1652,2017-09,-2.494812065682451
1653,2017-10,-0.3686441564305305
1654,2017-11,0.3989551190400107
1655,2017-12,2.133912224484355
1656,2018-01,6.8532086449704295
1657,2018-02,4.969471465363446
1658,2018-03,-6.469954341771447
1659,2018-04,0.6121267467321339
1660,2018-05,4.373697878696909
1661,2018-06,0.3772472054913294
1662,2018-07,0.02390347387033387
1663,2018-08,0.4585312444357825
1664,2018-09,
1665,2018-10,
1666,2018-11,
1667,2018-12,
1668,2019-01,
1669,2019-02,
1670,2019-03,
1671,2019-04,
1672,2019-05,
1673,2019-06,
1674,2019-07,
1675,2019-08,
1676,2019-09,
1677,2019-10,
1678,2019-11,
1679,2019-12,
