,datetime,Obs
0,1880-01,0.7335516214285709
1,1880-02,1.2091790999999996
2,1880-03,0.7036659857142853
3,1880-04,0.9803984
4,1880-05,0.5843252071428571
5,1880-06,1.3369357142857143
6,1880-07,1.6718006642857137
7,1880-08,1.5869046499999988
8,1880-09,1.1110451642857142
9,1880-10,1.3159406999999994
10,1880-11,1.41327765
11,1880-12,0.24328230714285715
12,1881-01,1.1051916214285709
13,1881-02,1.2560881
14,1881-03,1.2654219857142852
15,1881-04,0.7134574
16,1881-05,0.269754207142857
17,1881-06,0.45449871428571437
18,1881-07,-0.45167833571428595
19,1881-08,-0.6116213500000014
20,1881-09,0.15643416428571433
21,1881-10,0.6978636999999999
22,1881-11,0.67334765
23,1881-12,-0.01779369285714294
24,1882-01,0.002298621428570735
25,1882-02,0.1936680999999998
26,1882-03,0.11048498571428533
27,1882-04,0.1500374
28,1882-05,0.1341822071428571
29,1882-06,0.17949871428571434
30,1882-07,-0.27013233571428596
31,1882-08,-0.3125463500000012
32,1882-09,0.15777416428571422
33,1882-10,0.34378269999999955
34,1882-11,0.31566865
35,1882-12,0.5783553071428571
36,1883-01,0.6358876214285709
37,1883-02,0.4365990999999998
38,1883-03,0.040701985714285405
39,1883-04,-0.4253156
40,1883-05,-0.5049487928571428
41,1883-06,0.16585371428571433
42,1883-07,0.14884466428571397
43,1883-08,0.05005164999999856
44,1883-09,0.0017801642857140365
45,1883-10,0.01829069999999966
46,1883-11,0.16328964999999998
47,1883-12,-0.3435696928571428
48,1884-01,-0.1837023785714289
49,1884-02,-0.5420779
50,1884-03,0.1103609857142851
51,1884-04,0.2976634
52,1884-05,0.33668020714285707
53,1884-06,-0.20573628571428565
54,1884-07,-0.749403335714286
55,1884-08,-0.9005263500000011
56,1884-09,-0.7614118357142861
57,1884-10,-0.05860230000000044
58,1884-11,-0.18448935000000002
59,1884-12,-0.1659346928571428
60,1885-01,0.8858756214285709
61,1885-02,0.08937909999999971
62,1885-03,0.11387098571428544
63,1885-04,0.2937124000000002
64,1885-05,0.016793207142857036
65,1885-06,-0.3043672857142857
66,1885-07,-0.1753953357142859
67,1885-08,0.22088164999999904
68,1885-09,0.08036616428571408
69,1885-10,0.4228366999999995
70,1885-11,0.47431565
71,1885-12,0.21278630714285718
72,1886-01,0.7470856214285709
73,1886-02,1.4180270999999998
74,1886-03,1.3026349857142852
75,1886-04,0.8859994
76,1886-05,0.9299782071428571
77,1886-06,1.2011247142857142
78,1886-07,1.0295556642857142
79,1886-08,0.9560476499999986
80,1886-09,0.5939981642857144
81,1886-10,0.5556376999999997
82,1886-11,0.72749665
83,1886-12,0.5687443071428571
84,1887-01,0.8386716214285709
85,1887-02,0.4884320999999998
86,1887-03,0.9356069857142852
87,1887-04,1.1439683999999999
88,1887-05,1.1958452071428571
89,1887-06,1.0119647142857144
90,1887-07,0.7082276642857139
91,1887-08,1.0160896499999992
92,1887-09,0.9022211642857139
93,1887-10,1.6043496999999995
94,1887-11,1.26069365
95,1887-12,1.538037307142857
96,1888-01,2.0443136214285706
97,1888-02,2.5046530999999996
98,1888-03,1.5352789857142852
99,1888-04,1.0185574
100,1888-05,1.356055207142857
101,1888-06,1.3451447142857145
102,1888-07,0.8645756642857139
103,1888-08,0.6555206499999988
104,1888-09,0.713737164285714
105,1888-10,1.2942986999999995
106,1888-11,1.44098965
107,1888-12,1.554558307142857
108,1889-01,1.3321016214285708
109,1889-02,1.0597200999999998
110,1889-03,1.2555429857142852
111,1889-04,0.6528534000000001
112,1889-05,0.4610462071428571
113,1889-06,0.1814237142857144
114,1889-07,0.5262636642857141
115,1889-08,0.5366496499999989
116,1889-09,0.8930491642857143
117,1889-10,1.1829646999999996
118,1889-11,1.82717365
119,1889-12,1.5549723071428572
120,1890-01,1.123368621428571
121,1890-02,1.0607140999999998
122,1890-03,0.8560959857142854
123,1890-04,0.5083883999999999
124,1890-05,0.20591920714285716
125,1890-06,0.5286957142857143
126,1890-07,0.2934976642857139
127,1890-08,0.6005896499999994
128,1890-09,0.887458164285714
129,1890-10,1.2114826999999997
130,1890-11,1.48491065
131,1890-12,0.9588843071428571
132,1891-01,0.497752621428571
133,1891-02,0.9215650999999998
134,1891-03,0.7721979857142853
135,1891-04,1.1481544000000001
136,1891-05,0.9350772071428571
137,1891-06,0.5512377142857143
138,1891-07,0.637715664285714
139,1891-08,0.7213286499999993
140,1891-09,-0.008268835714285938
141,1891-10,-0.06537430000000033
142,1891-11,0.36124265
143,1891-12,0.4415303071428572
144,1892-01,0.7858226214285708
145,1892-02,0.3294660999999999
146,1892-03,1.5490789857142853
147,1892-04,1.5290354
148,1892-05,0.9943072071428571
149,1892-06,0.5156447142857143
150,1892-07,0.5029646642857144
151,1892-08,0.6777176499999991
152,1892-09,0.30466716428571416
153,1892-10,0.5821826999999997
154,1892-11,1.59355165
155,1892-12,1.826464307142857
156,1893-01,2.392004621428571
157,1893-02,1.9500240999999998
158,1893-03,0.8537019857142853
159,1893-04,0.7163233999999999
160,1893-05,0.8922152071428571
161,1893-06,0.8405097142857143
162,1893-07,0.7371116642857141
163,1893-08,1.1094856499999994
164,1893-09,1.3512481642857144
165,1893-10,1.2218696999999994
166,1893-11,1.28490865
167,1893-12,1.412084307142857
168,1894-01,1.1934986214285708
169,1894-02,0.6259040999999999
170,1894-03,0.4299249857142853
171,1894-04,0.5111744
172,1894-05,0.16952920714285702
173,1894-06,-0.05699728571428564
174,1894-07,-0.23174233571428582
175,1894-08,-0.31136335000000104
176,1894-09,0.4000351642857143
177,1894-10,0.7858746999999995
