,datetime,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,2001-01,1.605421621801999,2.1139336218019986,1.1247056218019988,1.926456621802,1.6467636218019992,2.580698621801999,2.064767621801998,1.407907621801999,0.4499066218019987,0.908161621801999,1.752172621801999,1.621433621801999,1.7580086218019986,1.4699826218019991,1.5870356218019994,1.7494756218019996,1.0641086218019984,2.303736621801999,1.8902716218019995,1.4786306218019991,1.329090621801999,2.5088736218019996,1.2307446218019988,1.0430536218019988,1.703994621801999,1.6288866218019997,1.9838796218019992,1.7131086218019984
1,2001-02,1.7272254905450524,2.573762490545052,1.236011490545052,1.275304490545052,1.541762490545052,2.675221490545052,2.425367490545052,1.8252984905450527,1.0167744905450524,1.3187204905450525,1.716922490545052,1.5856104905450525,1.9805394905450528,1.6953284905450525,1.6821874905450525,2.0174404905450523,1.1353694905450524,1.7328994905450523,1.8522034905450528,1.1115484905450526,2.195090490545052,1.9069524905450521,1.5153774905450526,1.249926490545052,2.5893194905450523,1.8441004905450527,2.3909614905450516,1.0908644905450524
2,2001-03,2.138073749721912,2.499280749721912,1.0432747497219124,1.5147437497219123,1.9784617497219124,2.7707387497219123,2.054280749721912,1.8215117497219122,1.4403657497219124,1.0518947497219124,1.6579467497219125,1.7147417497219122,2.500238749721912,1.6992757497219122,2.0091497497219124,1.7728357497219123,1.495100749721912,1.4883797497219122,1.625406749721912,1.0251907497219124,2.102948749721912,1.7293217497219122,1.5070167497219122,1.9613217497219124,2.2546497497219122,2.1255397497219124,2.217663749721912,1.4648687497219122
3,2001-04,1.4044711657397109,2.161959165739711,0.921145165739711,1.813546165739711,2.474504165739711,2.3190091657397107,1.838656165739711,2.168787165739711,1.642894165739711,1.034731165739711,1.6605091657397109,1.6535211657397109,2.627933165739711,2.049830165739711,1.7431911657397108,1.5890911657397109,1.847163165739711,1.5830561657397109,1.997717165739711,1.012928165739711,2.0821461657397107,1.2092281657397108,1.6678841657397108,1.613031165739711,2.622135165739711,1.5213011657397109,2.040235165739711,1.4006901657397108
4,2001-05,1.3592738876529418,1.989907887652942,0.9474448876529418,1.705623887652942,2.429456887652942,2.495769887652942,1.5144998876529416,2.283058887652942,1.2696378876529417,1.090936887652942,1.822280887652942,1.1334548876529418,1.795017887652942,1.722694887652942,1.5901308876529419,2.1234208876529417,1.948097887652942,1.3809918876529421,1.974603887652942,1.1935978876529418,2.061773887652942,1.2819778876529422,1.9844188876529418,1.5779858876529418,2.2152838876529417,1.891298887652942,2.430661887652942,0.9107808876529417
5,2001-06,1.6125716073414922,3.057305607341492,0.9715116073414918,2.4743936073414923,2.582588607341492,2.421452607341492,1.876050607341492,1.748776607341492,1.4623906073414918,0.982315607341492,1.7139296073414925,0.516068607341492,1.7329426073414922,2.030646607341492,1.7170346073414922,2.572275607341492,2.003183607341492,1.7899096073414924,1.720810607341492,1.6788786073414919,2.393305607341492,1.3997706073414924,2.3511376073414922,1.4868126073414922,2.5342046073414926,2.363908607341492,2.398522607341492,1.2169936073414922
6,2001-07,1.2198927897664102,3.1837757897664103,0.7564717897664099,2.1909757897664104,2.22158578976641,2.06946078976641,2.44020878976641,1.8098017897664103,1.7315217897664101,1.42312378976641,1.67688478976641,0.4432117897664103,1.69154678976641,1.76184378976641,1.4935167897664101,2.14277678976641,1.9525507897664103,1.3688887897664102,1.28799478976641,1.4058257897664101,1.9543637897664103,1.1634657897664105,2.4818467897664105,1.0951027897664103,2.4769307897664103,1.92099078976641,2.1819087897664105,1.0761917897664102
7,2001-08,1.24379314238042,2.64416114238042,0.8720741423804199,1.95818014238042,1.7885241423804201,2.0437831423804202,2.16905614238042,1.7316001423804201,1.5272331423804202,1.5485861423804201,1.5713721423804201,0.8137791423804202,1.7286071423804201,1.04631814238042,1.47067014238042,1.69482714238042,2.41288814238042,1.29851114238042,1.48606614238042,0.9971771423804201,1.95134614238042,0.9841111423804201,2.43016214238042,0.9954841423804202,2.15492614238042,1.84808314238042,2.24212514238042,1.28536314238042
8,2001-09,1.231275796440488,2.8784607964404882,1.0863037964404878,1.485866796440488,2.0390757964404878,2.0232977964404877,1.9769607964404878,1.712635796440488,1.141193796440488,0.9506237964404879,2.1018777964404878,0.7013617964404879,2.262843796440488,1.196958796440488,1.497336796440488,2.485813796440488,2.003887796440488,1.550142796440488,1.711488796440488,0.9591987964404879,1.6435237964404878,1.464054796440488,2.131555796440488,1.682146796440488,2.171534796440488,2.3722157964404875,2.649380796440488,1.067994796440488
9,2001-10,1.4749678398220245,2.9810418398220246,0.9955048398220244,1.4381258398220245,1.9933918398220245,2.1379398398220246,1.6690788398220242,2.0069568398220246,1.0897998398220243,1.1606378398220243,2.2426958398220247,1.1974248398220244,2.2669078398220246,1.2002828398220244,1.2177688398220246,2.6127178398220243,1.6762358398220243,1.6119588398220244,1.8880458398220246,1.3156338398220244,1.6311938398220245,1.2032758398220245,2.0137248398220247,2.0850438398220246,2.4359998398220246,2.1861048398220246,2.8952718398220245,0.8061408398220244
10,2001-11,1.7466113503893212,1.9653413503893216,0.8318663503893209,1.5011253503893212,1.7413913503893212,2.3039173503893204,1.633130350389321,1.5933813503893206,1.6429033503893211,1.224551350389321,1.7007553503893211,1.9632413503893211,2.0063573503893206,1.8933873503893213,1.0379083503893214,1.971316350389321,1.465279350389321,1.8076563503893208,2.0740733503893214,0.975154350389321,1.9736313503893204,1.4486053503893213,1.5944513503893214,1.7037403503893214,2.3297813503893208,2.2225783503893206,2.5282283503893206,0.7017883503893212
11,2001-12,1.8206665094549548,1.7433485094549548,1.106708509454954,1.6183265094549544,2.130923509454955,2.520855509454954,1.6340275094549543,1.9112945094549545,0.9477065094549548,1.4088695094549548,1.5356865094549539,2.0135795094549547,2.603029509454954,1.466528509454954,1.2857225094549545,1.8870585094549543,1.7284665094549547,1.2296385094549542,2.0280775094549544,0.757258509454954,1.6013705094549548,1.540167509454955,1.9826345094549547,1.7884165094549545,1.7934135094549548,2.1932185094549546,1.7437985094549546,1.284518509454954
12,2002-01,2.078427621801999,1.549148621801999,1.5556656218019995,1.1626336218019988,1.6303546218019997,2.6391666218019987,2.4908526218019986,2.1132966218019993,1.0262816218019992,1.104099621801999,2.1799866218019988,1.2307556218019986,2.6414796218019996,1.570461621801999,1.6018976218019993,1.594384621801999,1.5865466218019995,1.2972326218019994,1.9385586218019988,1.054886621801999,1.730644621801999,1.2645096218019987,1.2994066218019986,1.7213846218019988,1.9073176218019983,2.066520621802,1.6420486218019992,1.209313621801999
13,2002-02,2.0947654905450523,1.6232084905450517,1.426929490545052,1.443754490545052,1.960072490545052,2.7215274905450526,2.134837490545052,2.3982184905450517,1.022165490545052,0.9961884905450527,1.9635084905450517,1.8209174905450523,2.933908490545053,2.2618514905450517,1.4477074905450529,1.700408490545052,2.007456490545052,1.4658134905450524,2.330091490545052,0.6993384905450526,2.093054490545052,1.205975490545053,1.576176490545052,1.8193384905450527,2.023265490545052,1.8675454905450524,2.443976490545052,1.309630490545052
14,2002-03,1.7955867497219122,1.4966617497219121,1.281161749721912,1.9298557497219124,2.347944749721912,2.392328749721912,1.7119397497219122,2.530021749721912,1.5964897497219126,1.3744977497219124,2.016209749721912,1.5504057497219126,2.676833749721912,2.3137957497219124,1.672370749721912,1.2984207497219122,2.0412727497219127,1.7064557497219122,1.7081267497219121,0.7975127497219123,2.1196387497219122,1.0100667497219122,1.6857267497219124,2.2686607497219122,1.959033749721912,1.749186749721912,1.9895757497219124,1.5762357497219122
15,2002-04,2.050614165739711,1.452894165739711,1.434633165739711,1.935455165739711,2.413132165739711,2.0944101657397107,1.872435165739711,2.465878165739711,1.530771165739711,1.636894165739711,1.798410165739711,1.1476591657397108,3.015574165739711,2.4979341657397107,1.806089165739711,1.495696165739711,1.936873165739711,1.917988165739711,2.0723351657397107,0.8708691657397108,2.2000171657397107,1.464168165739711,1.644627165739711,2.267156165739711,1.2575821657397108,1.878656165739711,1.841311165739711,1.8310031657397108
16,2002-05,1.5732068876529417,1.845775887652942,1.097859887652942,1.8602878876529418,2.0735028876529418,2.303780887652942,1.904942887652942,2.531299887652942,1.439541887652942,1.500957887652942,1.851632887652942,1.448773887652942,2.6510418876529416,1.8167248876529418,1.924890887652942,1.207733887652942,1.7608708876529418,1.986868887652942,2.017196887652942,0.9517468876529418,2.421654887652942,1.558273887652942,1.8900748876529418,2.133707887652942,1.3717438876529422,1.9647778876529418,2.023187887652942,1.5071938876529423
17,2002-06,1.6780486073414922,2.0139456073414923,1.237201607341492,1.9279476073414918,1.832612607341492,2.7621686073414917,2.080592607341492,3.0731666073414923,1.5736616073414922,1.7830206073414923,1.6137416073414923,1.183339607341492,2.386401607341492,2.037237607341492,1.3060616073414923,0.8110326073414917,2.453597607341492,1.5009056073414921,2.486513607341492,0.8079786073414925,2.033397607341492,1.257614607341492,1.7357776073414923,1.908505607341492,1.364669607341492,1.683848607341492,1.8523316073414922,1.584024607341492
18,2002-07,1.9636617897664101,2.02361678976641,1.49490978976641,1.74571478976641,1.4169527897664103,2.2641517897664105,2.7212117897664103,2.54929078976641,1.41917178976641,1.56041278976641,1.1409827897664102,1.0421497897664103,2.38924278976641,2.0973587897664103,1.79018578976641,0.5292017897664105,2.03740278976641,1.2080967897664099,2.3934897897664102,0.8487687897664102,1.6136597897664102,1.52876978976641,1.6139437897664102,1.4643137897664102,1.43935278976641,1.6893407897664103,1.8918467897664102,1.5518657897664103
19,2002-08,1.90122414238042,2.33390514238042,1.61369814238042,1.3160601423804201,1.7134841423804201,2.02637714238042,2.43861414238042,2.76949814238042,1.2899191423804202,1.6284971423804202,0.7157871423804201,1.29269214238042,2.41666914238042,1.3838851423804202,1.50699814238042,0.42848614238042004,1.56593914238042,1.45711814238042,1.89182314238042,1.2185721423804199,1.60102614238042,1.84771214238042,1.35638514238042,1.5490601423804202,1.7227201423804201,1.94314714238042,1.49364314238042,1.11026114238042
20,2002-09,1.477277796440488,1.6820837964404878,1.514930796440488,1.007933796440488,1.724562796440488,2.2670207964404883,2.183264796440488,2.7839987964404878,1.0540117964404878,1.334209796440488,1.6467797964404878,0.8413487964404879,2.009790796440488,1.5495497964404878,1.6604797964404878,0.4687207964404878,2.0473047964404882,1.4834657964404878,1.9265657964404879,1.405789796440488,1.5018757964404879,1.4638407964404878,1.524590796440488,2.0945067964404878,1.513701796440488,1.9892997964404877,1.749315796440488,1.562225796440488
21,2002-10,1.6117478398220244,2.0154688398220246,1.5109768398220245,1.2869218398220243,1.7586998398220246,2.190220839822025,2.0730638398220247,2.5726288398220247,1.3029378398220244,1.3536208398220244,1.8395838398220243,0.9061048398220244,1.6616198398220243,1.6176038398220245,1.8946558398220243,1.0993108398220244,1.9815318398220245,1.2154898398220244,2.0857488398220245,1.1647458398220245,1.5414588398220244,1.5754978398220243,1.8989268398220243,1.7452008398220245,1.6158528398220244,1.3951438398220244,1.6757658398220245,1.5561868398220244
22,2002-11,1.3435123503893212,1.8774023503893216,1.1783263503893213,1.1050463503893209,1.4005133503893208,1.969868350389321,2.004078350389321,2.8261403503893208,1.5591403503893213,1.2006003503893212,2.0771563503893207,1.0002693503893214,2.1209933503893215,1.6843943503893213,1.5945003503893211,0.996574350389321,2.6506363503893207,1.4461203503893216,2.087661350389321,1.5914543503893213,1.669654350389321,1.163820350389321,2.4223163503893215,2.012771350389321,1.4826033503893208,1.644097350389321,1.6487123503893213,1.5995593503893213
23,2002-12,1.1629705094549543,1.6534025094549545,1.3767505094549541,0.4844335094549539,1.4079005094549544,2.0196715094549544,2.0652445094549545,2.856904509454954,1.4776195094549545,1.6024845094549542,1.8127935094549539,1.4321855094549543,2.235654509454954,1.9736055094549547,1.3982925094549543,1.4345755094549544,2.4355495094549546,2.1744925094549545,2.647369509454954,1.3829085094549542,2.3251565094549544,0.9133235094549548,2.081311509454954,1.734211509454954,1.650152509454955,1.4574065094549544,1.497397509454954,1.6643135094549546
24,2003-01,1.6490996218019989,1.6585956218019993,1.3174986218019988,0.5598356218019989,1.679962621801999,2.4777626218019995,1.9761426218019986,2.7759776218019994,1.7231366218019994,1.5493956218019989,1.7832276218019993,2.133209621802,2.502731621802,2.0866666218019985,1.8892176218019987,1.2378216218019995,1.6013096218019989,2.316488621801999,2.2957916218019987,1.667750621801999,2.1142376218019994,1.261576621801999,1.9498506218019989,2.139517621801998,1.6579126218019988,1.1800856218019993,1.496058621801999,1.5524876218019985
25,2003-02,2.378764490545053,2.003110490545052,1.1852124905450525,1.0094674905450525,1.1498444905450524,1.9889684905450515,1.3586254905450525,2.201570490545052,1.5527644905450524,1.4634524905450528,1.8676264905450521,1.617308490545052,1.8948454905450527,1.5535914905450525,1.886573490545052,0.9754304905450519,2.0151754905450527,2.511460490545052,2.7525024905450524,1.2181724905450517,1.845640490545052,2.1244744905450528,2.122385490545052,1.9161194905450518,1.349033490545052,1.012597490545052,1.3964904905450517,2.2729594905450528
26,2003-03,2.0957757497219123,2.0141717497219123,0.9555447497219123,1.399850749721912,1.187086749721912,2.274230749721912,1.2929217497219123,2.5608277497219123,1.614350749721912,1.5213227497219122,2.106731749721912,1.4997137497219124,2.2678757497219126,1.6083407497219122,2.2714507497219123,1.183804749721912,1.5900687497219121,2.436438749721912,2.8427077497219124,1.4537817497219123,1.696586749721912,2.1137187497219125,2.5641297497219124,1.7692477497219121,1.1491787497219121,1.3556487497219125,1.3967487497219122,1.9468107497219123
27,2003-04,1.643803165739711,1.576815165739711,1.3323461657397109,1.670068165739711,0.9232231657397109,1.712571165739711,1.2768051657397108,2.518157165739711,1.6412411657397108,1.711075165739711,2.205182165739711,1.620262165739711,2.106649165739711,1.6394541657397108,1.578745165739711,1.284765165739711,1.5124371657397109,2.390067165739711,2.439764165739711,1.588232165739711,1.5867221657397108,2.3356601657397107,2.2158171657397108,1.4263391657397109,1.896084165739711,1.7789961657397109,1.469845165739711,2.107313165739711
28,2003-05,1.841384887652942,1.2820578876529418,1.312406887652942,1.2162858876529419,0.7019808876529421,1.777926887652942,1.2034968876529422,2.4303908876529423,2.076174887652942,1.821314887652942,1.798871887652942,1.6399208876529416,1.6913978876529419,1.0319878876529418,1.2409198876529417,1.6077298876529418,1.885717887652942,1.9417838876529419,2.185992887652942,1.2585848876529422,1.9916628876529419,2.186684887652942,2.0137348876529417,1.7945228876529418,1.8478718876529419,2.434163887652942,1.4234248876529416,2.447755887652942
29,2003-06,1.835231607341492,1.6373506073414923,1.9689286073414922,1.1788386073414925,0.3248286073414923,2.400177607341492,0.9135426073414923,2.099957607341492,2.268060607341492,1.3983366073414922,1.591925607341492,1.920615607341492,1.7546226073414921,1.055896607341492,0.925905607341492,1.6378676073414922,1.8174006073414923,2.141703607341492,1.702263607341492,1.5305136073414922,1.9140296073414924,1.9908986073414923,2.331010607341492,1.9698846073414922,1.319333607341492,2.5172306073414923,1.187851607341492,3.0424956073414924
30,2003-07,1.84186678976641,1.8856167897664102,2.5267947897664103,1.4358587897664101,0.1797877897664102,2.2593797897664105,1.3352057897664102,2.03259478976641,2.2966537897664105,1.2598797897664102,1.35504178976641,1.5790407897664103,1.3519017897664103,1.2331837897664104,0.5863787897664099,1.33098878976641,1.6203337897664103,1.9899957897664102,1.98506078976641,0.5591607897664099,2.0026777897664103,1.66756478976641,2.45658678976641,1.5602257897664102,1.1182757897664102,2.45230178976641,1.79371478976641,2.5465977897664103
31,2003-08,2.0072051423804202,1.8366651423804201,2.06021114238042,1.23122114238042,0.7402941423804201,2.03831614238042,1.4450921423804202,2.23080214238042,2.42835614238042,1.37377314238042,1.49411114238042,1.74655514238042,1.35585114238042,1.53488514238042,1.1601951423804202,1.89889814238042,1.60260114238042,1.72825514238042,2.19942814238042,0.6874371423804202,2.83371714238042,1.65181714238042,2.00252814238042,1.97368114238042,1.4716051423804202,2.13654714238042,1.72604414238042,2.68605214238042
32,2003-09,2.398456796440488,1.585993796440488,1.9620027964404878,1.534239796440488,1.3249967964404878,1.9236707964404878,1.442461796440488,2.3324897964404876,1.9135327964404878,1.319758796440488,1.256633796440488,1.590603796440488,1.3665037964404878,1.4305117964404879,1.7346237964404878,2.112621796440488,1.123155796440488,1.7294767964404878,2.0235737964404876,1.249761796440488,2.4941517964404882,1.8983627964404879,1.806042796440488,2.256971796440488,1.6824907964404878,2.199219796440488,1.580288796440488,2.168956796440488
33,2003-10,2.2289638398220246,1.4661938398220244,1.7899738398220244,1.2994998398220243,1.2109458398220245,2.1429478398220247,1.2082418398220245,2.5737718398220246,1.8129968398220244,1.4590708398220245,1.4693278398220244,1.5459648398220243,1.5856568398220243,1.7623378398220244,1.6292168398220244,1.6576008398220243,1.5042188398220244,1.5787078398220245,2.3389008398220246,1.4732088398220244,2.3444488398220247,2.3405978398220246,1.5086558398220244,2.3175898398220247,1.6577268398220242,1.9204798398220244,1.6571188398220245,2.3448608398220245
34,2003-11,2.2054093503893215,2.113376350389321,1.634724350389321,1.575757350389321,1.6363443503893214,2.681145350389322,0.980063350389321,2.3613273503893213,1.7734983503893211,1.3029793503893212,1.170867350389321,1.732001350389321,1.923803350389321,1.8941933503893211,2.0024113503893215,1.710235350389321,1.776376350389321,1.599332350389321,3.0087853503893207,1.866358350389321,1.8984843503893214,2.3387773503893214,2.000380350389321,2.1157443503893214,1.753453350389321,1.9648003503893214,1.500460350389321,1.8921263503893213
35,2003-12,2.420512509454954,2.010499509454955,1.4766995094549547,1.3337325094549541,1.2810005094549544,2.469113509454954,0.9402945094549544,2.4585055094549535,1.893047509454954,1.7995135094549548,1.0817675094549548,1.2550875094549543,2.071937509454955,1.9308385094549543,1.767469509454954,1.5192675094549548,1.7120945094549542,1.6598975094549546,2.7325245094549535,1.6425125094549546,1.6465765094549543,2.146542509454955,1.8954015094549543,2.3812075094549545,1.5065445094549546,2.229535509454954,1.8067695094549547,2.090695509454955
36,2004-01,2.391094621801999,1.7231366218019994,1.9549406218019998,1.1746806218019987,1.3919306218019987,2.137060621801999,1.458957621801999,1.8951266218019995,1.7330686218019995,0.920838621801999,1.0004596218019985,1.5192876218019986,1.9565846218019995,1.1723026218019985,1.606349621801999,1.437841621801999,2.0109126218019995,1.811571621801999,2.4798486218019997,1.4857356218019993,1.6363956218019986,2.5166996218019992,1.586111621801999,1.6800356218019994,1.3958226218019991,2.108020621802,1.6011286218019993,2.0478446218019988
37,2004-02,2.370383490545052,1.3079794905450521,1.798765490545052,0.7963594905450524,1.5875844905450522,2.120217490545053,1.7848394905450524,2.3931904905450523,2.061008490545052,1.178511490545052,1.7918164905450524,1.3271284905450527,1.8602384905450524,1.1598914905450526,2.1626544905450524,1.7159784905450524,1.9834454905450523,1.8912174905450527,2.4730184905450523,1.4905934905450522,1.143366490545052,1.8848844905450521,2.0764544905450517,1.5782344905450527,1.2724344905450522,2.5563674905450524,2.1467614905450523,1.3613764905450525
38,2004-03,2.085491749721912,1.921160749721912,1.6148817497219121,1.1681087497219123,1.6091227497219123,2.289991749721912,2.296487749721912,1.9451367497219123,1.600109749721912,1.4051427497219122,2.150416749721912,1.714540749721912,1.910770749721912,1.7136787497219124,2.1373427497219124,1.939034749721912,1.5883497497219121,2.2155047497219127,2.6319507497219123,1.7002747497219124,1.3002957497219123,1.5881097497219123,2.0961007497219124,1.631691749721912,1.4041867497219123,2.544605749721912,1.6895297497219124,1.8282027497219122
39,2004-04,1.9252871657397108,1.690986165739711,1.491902165739711,0.9219661657397109,1.7178081657397108,2.4090071657397107,1.886258165739711,1.549913165739711,1.9283591657397108,1.707424165739711,2.261044165739711,1.6066901657397108,2.151234165739711,1.5854321657397108,2.001933165739711,1.811854165739711,1.486004165739711,2.2686991657397106,2.193233165739711,2.121883165739711,1.6247631657397108,1.415784165739711,1.565494165739711,1.9644481657397108,1.6331571657397108,2.921153165739711,1.2707291657397108,1.737928165739711
